triggers	path	source	verified
site-commands, a command written for one site takes the first entry of the expanded --site all list and touches no other, bench console registers a rollback at exit so an uncommitted mutation is discarded after it appeared to succeed, get_site, pass_context, console, _console_cleanup, store_logs, get_app_groups, main, run a bench command on every site, bench --site all, i ran it for all sites and only the first one changed, why did the command exit successfully but only touch one site, how do i actually run something on every site instead of just one, my change vanished after i left the interactive shell, i saved the document in the shell and nothing was saved in the database, the value looked right in the shell and is still the old one in the browser, why does everything i do in the interactive shell get thrown away, the fix i applied by hand is missing on a site restored from a backup, new sites do not have the change i applied manually, what is the right way to apply a data change so every site gets it forever, no error appeared but most of my sites were skipped, site commands	knowledge/bench/site-commands.md	-	-
standard-json, a record shipped as module json is imported only when its folder name is one of the nineteen importable_doctypes entries, once a site has touched the record the skip condition keeps the file out forever, sync_all, sync_for, get_doc_files, IMPORTABLE_DOCTYPES, remove_orphan_doctypes, import_file_by_path, import_doc, ignore_values, calculate_hash, sync_dashboards, make_records_in_module, make_records, export_doc, export_to_files, Only allowed to export customizations in developer mode, ship a doctype record as json, importable doctypes list, my json file is never picked up on the site and nothing complains, why is the record in the folder not being created when i update, the export wrote the file fine but nothing imports it, i changed the shipped file and the site still has the old version, an updated record does not reach sites where someone opened it, why does my edit only land on brand new sites, the chart i shipped never updates on existing installs, i turned a shipped item back on in the file and it stays off on the site, the disabled flag will not go back to enabled no matter what i ship, how do i push a change to a record customers may have edited, one field on the record updated and another one did not in the same run, the approval flow i exported is not showing up on other sites, standard json	knowledge/bench/standard-json.md	-	-
tree, an app is a python package one level below its repository, every doctype is a directory of six files named after itself, app_name, doc_events, scheduler_events, Item, TestItem, get_doc_path, scrub, Valuation Rate is mandatory if Opening Stock entered, Fixed Asset Item must be a non-stock item., Asset Category is mandatory for Fixed Asset item, app structure, directory layout, the framework says my record type does not exist even though the files are there, why is my new record type not found after i created the folder, i renamed the folder and now nothing loads, the python file is not being imported and the type shows as missing, my hooks file is being ignored completely, the event handlers i registered never fire, where exactly is the code file for a given record type supposed to live, how do i name the folder for a record type with spaces in the name, i added a new group of record types and none of them appear, the test file is not picked up by the test runner, should the readme sit next to the code folder or inside it	knowledge/bench/tree.md	-	-
app-page, make_app_page hands back a page head whose every action element already exists and starts hidden, nothing on it is cleared by a route change, the duplicate-label check on menu items never matches, a toolbar rebuilt on refresh grows one more copy of itself on every visit, frappe.ui.make_app_page, frappe.ui.Page, frappe.ui.pages, Page.make, add_main_section, setup_page, setup_sidebar_toggle, update_sidebar_icon, set_indicator, clear_indicator, set_action, set_primary_action, set_secondary_action, clear_action_of, clear_actions, clear_custom_actions, add_menu_item, add_custom_menu_item, add_dropdown_item, is_in_group_button_dropdown, clear_menu, clear_user_actions, add_action_item, add_actions_menu_item, show_actions_menu, add_inner_button, remove_inner_button, change_inner_button_type, get_or_add_inner_group_button, clear_inner_toolbar, add_button, add_custom_button_group, add_action_icon, add_help_button, set_title, set_title_sub, get_title_area, add_field, get_form_values, add_view, set_view, single_column, card_layout, make_page, required_libs, disable_sidebar_toggle, set_document_title, on_page_load, on_page_show, trigger_page_event, change_to, add_page, route_titles, ui/page.html, the object make_app_page returns, wrapper.page, page head, page toolbar buttons, duplicate menu items on a page head, primary action not showing, actions button hidden, inner toolbar button, every time i go back to the page the buttons are doubled, the same menu item keeps getting added over and over, why do my toolbar buttons multiply each time i visit the page?, my check for whether the button is already there always says yes, the code thinks the button exists but nothing is on screen, why does it say the action is already added when i cannot see it?, leftover buttons from the previous screen stay on the new one, the old title and status light are still showing after i moved to another screen, how do i clear the buttons when leaving a custom screen?, i added a main button and it never appears, app page	knowledge/desk/app-page.md	-	-
branding, the desk title comes from website settings app_name before system settings app_name and falls back to the literal "frappe", the favicon falls back to the framework svg in the template as well as in the context, app_name, app_title, app_logo_url, app_publisher, app_description, favicon, splash_image, brand_html, banner_html, banner_image, footer_logo, footer_powered, copyright, title_prefix, website_context, get_website_settings, get_boot, build_version, desk_theme, layout_direction, app.html, base.html, frappe-favicon.svg, frappe-framework-logo.svg, attach_files:, change the frappe logo, rename the desk title, white label frappe, i changed the app name but the browser tab still says frappe, renaming the app did nothing it still shows the default name, where do i set the name that shows in the browser tab?, the icon in the tab is still the default one after i uploaded mine, my uploaded icon never shows up in the tab, why does the old tab icon keep coming back?, the logo changed on the public site but not inside the app, i set the logo in one place and the other side still shows the old one, the new logo only appears after i clear the browser, clearing a branding field brought back the default instead of leaving it blank, the loading screen still shows the old image	knowledge/desk/branding.md	-	-
client-script, every enabled client script for a doctype is concatenated into one __custom_js or __custom_list_js string by creation order and run through new function, a doctype layout drops __custom_js entirely, ClientScript, on_update, on_trash, dt, view, enabled, script, set_only_once, FormMeta.add_custom_script, FormMeta.add_code, add_code_via_hook, __custom_js, __custom_list_js, __js, __list_js, doctype_js, doctype_list_js, ScriptManager, get_event_handler_list, frappe.ui.form.on, frappe.ui.form.off, frappe.ui.form.trigger, cscript, doctype_layout, Error in Client Script, client script not running, form script vs list script, frappe.ui.form.on refresh, one custom script broke and now none of my scripts run, all my scripts on that record type stopped working after i added a new one, why would adding a script stop the older scripts from running?, my script works on the form but does nothing on the list, the script used to run on this form and now it is ignored, custom code silently does nothing on one form only, i changed which record type the script belongs to and it did not move, my new handler does not replace the old one both of them run, the form comes up completely blank and there is only an error in the console, i edited the script directly in the database and the old version keeps running, changes to the script only show up after a restart, why does my script run twice on every save?, client script	knowledge/desk/client-script.md	-	-
dashboard-chart, a custom chart is served by a dashboard chart source pair of files in a module folder, every chart answer is stored under one shared key chart-data:<name> that ignores the user and the filters, DashboardChart, cache_source, generate_and_cache_results, chart-data, no_cache, refresh, last_synced_on, chart_type, Custom, source, DashboardChartSource, get_config, source_name, timeseries, frappe.dashboards.chart_sources, get_permission_query_conditions, has_permission, check_required_field, check_document_type, validate_custom_options, get_group_by_chart_config, get_heatmap_chart_config, Cannot edit Standard charts, Invalid Filter Value, You cannot create a dashboard chart from single DocTypes, dashboard chart stale, custom dashboard chart source, get_settings, get_filters_for_chart_type, frappe.dom.eval, export_to_files, IMPORTABLE_DOCTYPES, add_fetch, xIsSeries, chart source js not loading, dashboard chart source file, chart filters custom source, the chart shows the same numbers no matter which filter i pick, two users see identical chart numbers even though their data is different, why does changing the date range not change the chart?, the chart numbers are old and never update, the chart still shows yesterday's totals, how do i force the chart to recalculate?, the chart is visible to me as admin but nobody else can see it, regular users get an empty dashboard while mine looks fine, my own chart throws an error instead of drawing anything, the chart has no filter controls of its own, it tells me i cannot edit this chart, the timestamp says it synced but the numbers did not move, dashboard chart	knowledge/desk/dashboard-chart.md	-	-
form-tour, one doctype holds two unrelated products, a ui_tour fires on a route stored in page_route that only the browser ever computes, a plain form tour walks the fields of one form and stores no progress at all, Form Tour, Form Tour Step, ui_tour, page_route, get_onboarding_ui_tours, init_onboarding_tour, OnboardingTour, FormTour.init, update_user_status, reset_tour, onboarding_status, track_steps, save_on_complete, first_document, include_name_field, new_document_form, element_selector, parent_element_selector, next_step_condition, next_form_tour, hide_buttons, next_on_click, popover_element, modal_trigger, frappe.Driver, tour not starting, tour shows on wrong page, reset tour for all users, the walkthrough pops up on the wrong screen, after importing the tour it opens on the old page, why does my guided tour trigger where it should not?, the tour never starts and there is no error anywhere, nothing happens when the walkthrough is supposed to begin, my guided tour is skipped entirely on the dashboard, half the steps of my walkthrough are missing, the tour only showed once and i cannot get it back, how do i make the walkthrough show again for everyone?, the walkthrough starts from step one again instead of where i left off, users who should not see the walkthrough are getting it, one bad walkthrough row breaks login for every user, form tour	knowledge/desk/form-tour.md	-	-
formatters, frappe.format returns a right-aligned div around float, int, percent and currency, the caller gets markup rather than a number unless it passes inline, frappe.form.formatters._right, Float, Int, Percent, Currency, frappe.get_format_helper, frappe.form.formatters._apply_custom_formatter, frappe.form.link_formatters, frappe.format output, currency and percent formatting in list view, why is my number showing html tags on the page, the amount column prints a div instead of the value, i formatted a number and got angle brackets on screen, how do i get just the plain formatted number without any wrapper, the total is printed with markup around it in my custom page, my custom template shows raw tags where the price should be, why does the formatted value break my layout, the number jumps to the right side and pushes my layout around, amount is right aligned in my own template and i never asked for that, how do i stop the formatted currency from being wrapped in a block, percent value renders as a chunk of text with tags in it	knowledge/desk/formatters.md	-	-
hiding-a-doctype, a doctype has no root hidden key, hiding one is a docperm question, read_only removes the doctype from can_search where no link restores it, hide_toolbar, read_only, in_create, show_name_in_global_search, index_web_pages_for_search, hidden, UserPermissions.build_permissions, UserPermissions.load_user, can_search, can_read, can_write, get_search_in_list, get_doctypes, meta.get("hidden"), Doctype, Docfield, Auto Email Report, Invalid Output Format, Please set filters value in Report Filter table., hide a doctype from the desk, doctype not showing in search, i set it to hidden but the form still shows up everywhere, why did marking it hidden do absolutely nothing, how do i hide a form from users without deleting it, the flag i added changed nothing and there was no error, i migrated and the hidden setting had no effect at all, after making it read only nobody can find it in the search bar anymore, the form vanished from the top search box and i cannot get it back, why did locking a form also remove it from search, how do i remove the new button but still let people edit records, users can still create records even though i hid the new option, i added a shortcut but the locked form still does not come up in search, the log we hardened is now unreachable for the operators, hiding a doctype	knowledge/desk/hiding-a-doctype.md	-	-
list-view, the list slices its columns to the total_fields on the list view settings row for the doctype, with that field empty it slices to 4, 10 by the browser window width, ListViewSettings, total_fields, fields, disable_count, disable_comment_count, disable_sidebar_stats, disable_auto_refresh, disable_automatic_recency_filters, allow_edit, save_listview_settings, set_listview_fields, set_in_list_view_property, get_default_listview_fields, get_list_settings, set_list_settings, get_list_view_settings, setup_columns, reorder_listview_fields, in_list_view, Property Setter, title_field, hide_name_column, status_field, list view columns missing, too few columns in list, the list shows fewer columns on my laptop than on the office screen, why do two people see a different number of columns in the same list, i ticked a field to show in the list and it never appears, my new column shows up for me but not for a colleague, how do i force the list to always show the same columns everywhere, the fourth column i added is simply not there on a small screen, the list keeps reloading by itself every few seconds, how do i turn off the record count above the list, the list is slow because it counts everything on every open, i changed the column order and it snapped back for the first two, why can i not bulk edit these records from the list, the list only shows recent records and hides the older ones, list view	knowledge/desk/list-view.md	-	-
module-onboarding, onboarding progress is stored on the shipped records themselves, the first user who finishes a step retires that onboarding for the whole site, a migrate that carries a newer json brings it back, Module Onboarding, ModuleOnboarding.check_completion, ModuleOnboarding.mark_as_completed, ModuleOnboarding.get_allowed_roles, ModuleOnboarding.get_steps, reset_progress, reset_onboarding, before_export, get_onboarding_doc, get_onboardings, enable_onboarding, allow_roles, onboarding_list, Onboarding Step Map, onboarding widget not showing, onboarding disappeared, dismissed-onboarding, Let's Get Started, onboarding block workspace, IMPORTABLE_DOCTYPES, the getting started checklist never appears on the page, why is the setup checklist missing for everyone, how do i bring back the getting started steps, one person clicked through the steps and now nobody else sees them, the checklist disappeared for the whole company after a colleague finished it, the steps came back after an update even though we had finished them, why did our completed setup steps reset themselves, the checklist is gone on my machine but my colleague still sees it, it vanished for a day and then came back on its own, only some users can see the setup steps and others cannot, i marked the steps done but the database still says not finished, how do i reset the getting started steps for the site, module onboarding	knowledge/desk/module-onboarding.md	-	-
navbar, navbar settings refuses to save when the count of standard rows drops, only the settings dropdown evaluates a row's condition while the help dropdown reads hidden alone, NavbarSettings, validate_standard_navbar_items, get_app_logo, get_navbar_settings, NavbarItem, help_dropdown, settings_dropdown, announcement_widget, app_logo, is_standard, hidden, item_label, item_type, route, action, condition, navbar.html, toolbar.js, dismissed_announcement_widget, Please hide the standard navbar items instead of deleting them, hide navbar item frappe, remove help menu item desk, it refuses to save when i delete a menu entry from the top bar, why can i not remove an item from the top menu, how do i take an entry out of the help menu, i changed the top menu and nothing changed on screen, the menu change only appears after i reload everything, my rule to show a menu entry only to managers is ignored in the help menu, the entry shows for everyone even though i wrote a condition for it, my menu entry renders as a plain line instead of a clickable item, clicking my custom top bar item does nothing, the wrong logo appears at the top left after installing another app, we installed a third app and the logo went back to the old one, the banner at the top is gone for me but colleagues still see it	knowledge/desk/navbar.md	-	-
number-card, a custom number card is permitted by read access to its document_type while its number comes from its method, the field that grants the card is not the field that produces it and validate never requires it, NumberCard, has_permission, get_permission_query_conditions, get_result, get_percentage_difference, calculate_previous_result, create_number_card, create_report_number_card, add_card_to_dashboard, get_cards_for_user, get_doctypes_with_read, get_allowed_report_names, get_modules_from_all_apps_for_user, method, type, document_type, parent_document_type, function, aggregate_function_based_on, is_public, is_standard, show_percentage_stats, stats_time_interval, Method is required to create a number card, Document Type and Function are required to create a number card, number card not visible, custom number card permission, the card only shows up for me and nobody else can see it, why can other users not see the dashboard card i made, i built a card and it is invisible to the whole team this is maddening, two people see different numbers on the same dashboard card, why does the same tile show a different total for each user, the card i created does not appear in the list when i add one to a dashboard, the percentage change under the number never shows up, no change since last week is displayed on my tile, how do i control who is allowed to see a dashboard tile, a user who should not have access can still read the numbers on my card, the card saved with no complaint and then broke for everyone else, number card	knowledge/desk/number-card.md	-	-
onboarding-step, a step is completed by the browser announcing it rather than by the framework observing the work, update_onboarding_step is whitelisted with no role check and no field allowlist, Onboarding Step, update_onboarding_step, get_onboarding_steps, is_complete, is_skipped, value_to_validate, validate_action, show_full_form, show_form_tour, reference_document, action_label, intro_video_url, callback_message, Create Entry, Update Settings, Show Form Tour, View Report, Go to Page, Watch Video, mark_complete, skip_step, activate_next_step, get_first_document, onboarding step not completing, Looks like you didn't change the value, the setup step never marks itself as done, why does my onboarding step stay unfinished after i did the work, the step got ticked off even though i did nothing, the checklist marks itself complete the second i click that is useless, any user can mark the whole setup checklist as finished, how do i make a setup step complete only when the value is really changed, it says i did not change the value but i did, the guided walkthrough does not start on that step, skipping a step counts it as done, the step will not complete until i submit the document, the setup steps are walked in the wrong order, how do i reset a setup step that is already ticked, onboarding step	knowledge/desk/onboarding-step.md	-	-
page-cache, with_page serves a desk page out of localstorage under `_page:<name>` before it asks the server, a deployed change to `<page>.js` or `<page>.css` keeps rendering the old asset in a browser that already visited, the page record's own `modified` is what the eviction walk compares, frappe.views.pageview.with_page, with_page, _page:, localStorage, frappe.model.sync, frappe.boot.developer_mode, developer_mode, frappe.desk.desk_page.getpage, getpage, _dynamic_page, frappe.assets.check, clear_local_storage, init_local_storage, _last_load, _version_number, metadata_version, is_reload, page_info, sync_pages, check_metadata_cache_status, Clear Cache, Cleared App Cache., localStorage cleared, desk page script not updating, old javascript still running frappe, hard refresh does not update desk page, page shows old code after deploy, why is my page js cached, the page still shows the old code after i deployed, my changes to the page script are not showing up in the browser, why does the page keep running last week's script, i shipped a fix and users still get the old behaviour refreshing does nothing, it works on my machine but not for anyone else, clearing the browser cache did not help the old page is still there, how do i force everyone's browser to pick up a new page script, the page is correct in a private window and wrong in my normal one, the styling change on the page is ignored until i clear the cache from the menu, one user sees the new page and another still sees the old one, page cache	knowledge/desk/page-cache.md	-	-
page-form, the filter strip a page builds with add_field is a bootstrap row and every control in it is given col-md-2, a page that relocates or restyles that strip inherits grid geometry it never asked for, clear_fields empties the markup while leaving every control registered, page_form, page-form row, add_field, add_select, add_data, add_date, add_break, clear_fields, show_form, hide_form, get_form_values, fields_dict, col-md-2, input-xs, only_input, col-md-offset-4, page-control-label, make_control, desk page filter bar, page filter strip, filters at the top of a desk page, move the filter form on a desk page, restyle the page filters, filters are one sixth of the width, controls squashed on a page, negative margin on the filter row, stale filter value after clearing the form, the filter boxes at the top of my page are far too narrow, why are the search boxes on my page squashed into a sixth of the width, the row of filters sticks out past the edges of the page, my filter bar has extra space on both sides that i cannot remove, how do i move the filters somewhere else on the page, the tick box filter sits lower than the boxes next to it, one control is misaligned with the rest of the filter row, the seventh filter drops onto a new line on its own, i cleared the filters but the old values still come back when i read them, the filter inputs stop responding to clicks after the page redraws, the field name shows inside the box and again when i hover over it, page form	knowledge/desk/page-form.md	-	-
page-js-hook, the page_js hook appends a second script from any installed app onto a desk page it does not own, read from disk and concatenated after the page's own script, the entry only reaches a running site after the process is restarted because clearing the cache recomputes the hook table from a module python has already imported, page_js, get_code_files_via_hooks, get_js, get_hooks, _load_app_hooks, app_hooks, global_cache_keys, clear_global_cache, hooks.py, read_file, get_app_path, add javascript to a page from another app, extend a desk page you do not own, second script on a desk page, customise a standard desk page, hook not taking effect, hooks.py change does nothing, clear-cache did not pick up a hook, restart after editing hooks, i added extra javascript for a page from my own app and nothing happens, my change to the app configuration file does nothing until i restart, why does clearing the cache not pick up my new setting, the extra script for the page is just ignored with no error anywhere, it works on the development site but not on the live one, how do i add my own javascript to a page another app owns, the file i pointed at is never loaded and there is no message at all, my added script runs but it cannot replace what the page already did, two apps add code to the same page which one wins, the customisation only appeared after we restarted the server, page js hook	knowledge/desk/page-js-hook.md	-	-
page-width, a desk page's own body element carries the bootstrap class container, it is centred and capped at 1290px by the page's own markup rather than by anything above it, the only opt-out the page controls is the class full-width on that same element, page-body, page-container, container page-body, full-width, $container-max-widths, container-max-widths, 1290px, page.container, toggle_full_width, set_fullwidth_if_enabled, container_fullwidth, navbar-toggle-full-width, media-breakpoint-up, main-section, desk page looks narrow, desk page is centred with white space either side, make a desk page full bleed, page does not fill the screen, page width cap, widen a desk page, why is my page not using the whole screen, my screen is huge but the content sits in a skinny column in the middle, there is a big empty margin on both sides of the page and i cannot get rid of it, why does my page stop growing after a certain width, the content refuses to stretch on a wide monitor, how do i let a screen use the entire window instead of a narrow strip, i widened the wrapper above it and nothing changed at all, the title bar stayed narrow while the content underneath went wide, the header and the body no longer line up after i widened one of them, the same screen looks wide on my machine and narrow on my colleague's, one user sees the full screen and another sees it squeezed same version, why does the layout change when i log in on a different browser, how do i stop the layout from being centred and capped, page width	knowledge/desk/page-width.md	-	-
page, a desk page serves the .js and .css sitting beside its module file with no hooks entry and no build, its style is appended to head and never removed, Page DocType, Page.load_assets, desk_page.get, desk_page.getpage, render_include, safe_decode, Page.is_permitted, frappe.dom.set_style, pageview set_style, Page Has Role, page roles, Not in Developer Mode, Only Administrator can edit, desk page js and css files, page js file beside the page record, desk page stylesheet leaks into other screens, who can open a desk page, get_module_path, get_module_app, modules.txt, module folder, where does a desk page live on disk, where is my page on the server, page folder path, path to a desk page in an app, find the page directory, No such file or directory when copying a page, i changed the script for this screen and the browser still runs the old one, i copied the files to the server and the screen behaves as if nothing shipped, where on the server do the files for this screen actually live, the folder i expected is not there and the copy failed with no such file, i moved this screen to another module and it stopped loading its script, my styling for one screen is bleeding into every other screen in the app, after i visit that screen once the rest of the app looks wrong until i reload, why do my styles stay active after i navigate away, i shipped the script but forgot the stylesheet and nobody warned me, the deploy said success but one of the two files never arrived, a user with no roles at all can open this screen how do i lock it down, an anonymous visitor reached an internal screen is that expected	knowledge/desk/page.md	-	-
print-format, a print format's body is read from the module's html file before the record's own fields, a print format written for a report is compiled in the browser by frappe.template.compile rather than by jinja on the server, get_print_format, get_rendered_template, validate, before_save, get_report_print_format, frappe.template.compile, get_query, Not allowed to print draft documents, Not allowed to print cancelled documents, print format html source, print format compiled for report, i keep editing the layout in the editor and the printout never changes, my edits to the printed page are silently ignored nothing errors, why does printing show an old layout that i cannot find anywhere, it says no template found but the file is clearly there, the layout i built for a report comes out blank or throws in the browser, the same tags that work on a document printout do nothing on a report printout, how do i pull extra data from the database into a report printout, it will not let me save changes and complains the layout is standard, why can i edit one printout but not another, the printout picked a module i never chose and now looks in the wrong app, my filters and helpers stopped working when i print a report instead of a document, print format	knowledge/desk/print-format.md	-	-
print-permission, the print permission is consulted only after read passes, it refuses nobody who can already read the document, print settings is what refuses a print by docstatus, validate_print_permission, validate_key, get_rendered_template, false_if_not_shared, Not allowed to print draft documents, Not allowed to print cancelled documents, print permission vs read permission, print settings restrict print, i unchecked print on every role and people can still print, removing print rights changed absolutely nothing, how do i actually stop someone from printing a document they can open, why is my print restriction ignored while the read restriction works, someone printed a document without logging in how, a person opened a printout from a link even though they have no access, i want to block printing of drafts until they are approved, how do i prevent printing a cancelled document, a shared document can be printed by whoever it was shared with is that normal, the print rule i wrote looks correct but has no effect in practice, printing works for a user who should not be able to print at all, print permission	knowledge/desk/print-permission.md	-	-
print-style, a print style is one css blob appended after the standard print sheet for the whole site, its disabled flag stops nothing, the same blob is injected into the desk document head at boot so an unscoped selector restyles the app, Print Style, get_print_style, get_font, load_print_css, print_css, boot.print_css, for_legacy, PrintStyle, export_module_json, print_style_name, standard, disabled, preview, print_style, get_html_and_style, read_options_from_html, get_print_format_styles, prepare_header_footer, PrintFormatGenerator, build_context, IMPORTABLE_DOCTYPES, ignore_values, Standard Print Style cannot be changed. Please duplicate to edit., Classic, Modern, Monochrome, Redesign, print style css not applied, custom css for print format, my print css leaked into the desk, change print font frappe, print style vs print format css, my printing css wrecked the look of the whole application, after i saved a style lists and forms across the app changed font and spacing, why does styling meant for printouts affect the screens too, i turned the style off and it is still being applied everywhere, disabling it did nothing it still shows up on printouts, the web font i pointed at never loads on the printed page, how do i change the font used when printing, margins and page size are respected in the pdf but not in the preview, the preview and the downloaded file do not look the same, there is no way to pick a different look in the print preview screen, my css changes were wiped after an upgrade and the old version came back, how do i make my styling survive a migration, print style	knowledge/desk/print-style.md	-	-
render-include, the include directive is matched by one regex that allows exactly one whitespace character on each side of the quoted path and nothing between the quote and the path, the path is slugified before the file is opened, a capital letter or a hyphen in a filename resolves to a name that does not exist, render_include, INCLUDE_DIRECTIVE_PATTERN, InvalidIncludePath, Invalid include path, Security Error: The Path provided is not safe., get_app_path, get_pymodule_path, scrub, cstr, {% include %}, include a js file in a desk page, split a page script, share javascript between desk pages, include path not found, page js include, bad escape, re.error, empty page script, page script comes back empty, backslash in an included js file, regex literal in an included file, my page script is completely blank in the browser but the styles still load, why did my whole page javascript disappear after i pulled in another file, the shared bit of javascript i pasted in never runs on the page, i keep getting an error saying the include path is invalid and it does not tell me which one, what is wrong with my include line it looks exactly right to me, renaming the file to lowercase did not help and it still cannot find it, the file is right there on disk but the page insists it does not exist, why does a dash in my filename break loading it, i put two of these on the same line and now it looks for a path nobody wrote, the directive text is printed out as plain text in my stylesheet instead of doing anything, adding a regular expression to the shared file blows up the page, how do i split one huge page script into smaller files, render include	knowledge/desk/render-include.md	-	-
report, a script report that passes fifteen seconds turns itself into a prepared report and a query report never does, execute is unpacked to six values so a two-value return leaves four rendered parts empty, Report.execute_query_report, Report.execute_script_report, Report.execute_module, Report.execute_script, enable_prepared_report, check_safe_sql_query, generate_report_result, get_report_result, add_total_row, run, ljust_list, render_summary, show_status, render_chart, Cannot edit a standard report. Please duplicate and create a new report, You are not allowed to delete Standard Report, Must specify a Query to run, prepared report vs query report, script report timeout, my report renders the table but the chart never shows up, why are the number cards above my report missing, i wrote a chart into the report and nothing at all appears on screen, the report looks finished but half of what i returned is just not there, my report spins forever and never comes back for big date ranges, the report worked fine last year and now it times out as the table grew, how do i stop the report from blocking the page while it runs, i rewrote the slow report as raw sql and it got worse not better, there is an extra summary line at the bottom of my report that i never asked for, how do i get rid of the total row at the end of the report, the numbers in the cards at the top do not agree with the rows in the table, why does my report sometimes finish in the background and sometimes not	knowledge/desk/report.md	-	-
require, frappe.require fetches every path in parallel and then evaluates them in the order they were listed, skipping any path it has already evaluated in this page load, a second call for the same file resolves without re-running it, frappe.require, frappe.assets.execute, eval_assets, bundled_asset, _executed, _version_number, load a second js file on a desk page, load javascript at runtime, share javascript between desk pages, script loaded twice, script did not reload after deploy, assets js cache busting, carry a module in the app public folder, my click handler fires twice for a single click, why is the same script running two times on one page load, a counter in my shared file starts at double what it should, the same listener gets attached twice and i cannot find where, the browser keeps serving the old javascript after i deployed a change, i cleared the cache and the page still runs the old version of the file, how do i force everyone to pick up the new javascript, i dropped a new file into the public folder and the server returns not found, the new asset works on my machine but not on the other server, how do i load a second javascript file from a desk page, the whole screen greys out and locks up while my extra files load, why did calling the loader again not re-run my file	knowledge/desk/require.md	-	-
roles, a custom role replaces a report's own role table instead of adding to it, a report with rows on neither table is permitted to everyone, is_permitted, set_doctype_roles, on_trash, get_custom_allowed_roles, run, Report, Custom Role, Cannot edit a standard report. Please duplicate and create a new report, You are not allowed to delete Standard Report, Must specify a Query to run, report role permission, custom role for a report, every single user can open this report and i never gave anyone access, why is my report visible to people who should not see it, i added a role restriction and now nobody can open the report at all, adding one role silently threw away all the roles i had set before, i emptied the role list and the old permissions came back on their own, the roles i listed on the report are being completely ignored, i made a second permission record for the same report and it does nothing, how do i actually lock a report down to one group of people, the role table filled itself in on some reports but stayed empty on mine, the permission check passes but users still see rows they should not, who is allowed to open a report when no roles are listed anywhere, deleting the report left a stray permission record behind	knowledge/desk/roles.md	-	-
row-scope, the user whose user permissions scope a report's rows arrives as an argument to run, the pass that applies them recognises a link column only and drops one whose cells are all empty, run, validate_filters_permissions, get_filtered_data, get_linked_doctypes, get_columns_dict, get_column_as_dict, has_match, generate_report_result, Prepared Report, Must have report permission to access this report., Prepared report render failed, Report updated successfully, report rows scoped by user permission, restrict report rows to user's own data, users are seeing rows that belong to other people, why does the report ignore the per user restrictions i set up, the same report shows all rows to one person and only their own to another, the rows got filtered correctly yesterday and today everyone sees everything, restrictions stopped applying when that column happened to be blank in every row, the scheduled version of the report shows a different set of rows than when i run it myself, how do i limit a report so each person only sees their own records, adding a column type made half my rows vanish and i changed no permissions, the report errors out when i pick a value in the filter dropdown, it says i must have permission to access this report even though i can open it, sharing the document did not make the extra rows show up, why is filtering happening after the query instead of inside it, row scope	knowledge/desk/row-scope.md	-	-
select, a select whose options begin with a real value is filled with that value on both the client and the server, a reqd select is never empty and mandatoryerror never fires, frappe.ui.form.add_options, parse_option, toggle_placeholder, get_static_default_value, BaseDocument._validate_selects, Please check the value of, select field default value, empty select field, the dropdown already has something selected when i open a new record, why is my required dropdown never showing an error when i leave it alone, the required dropdown is not blocking save and i am losing my mind, every record ended up with the same first choice in the status column, who set all these records to the same value nobody picked it, why do all my rows show low priority when nobody chose it, the mandatory check does not fire on the drop down list, how do i make the drop down start empty, my test expects the save to be rejected but it saves fine, records created from code get a value in the choice field i never set, the placeholder never shows on the dropdown	knowledge/desk/select.md	-	-
server-script, server scripts are switched on only by server_script_enabled in common_site_config.json, a script runs as the calling session with frappe.get_all and frappe.db.set_value in scope, it is restricted python and never elevated python, ServerScript, safe_exec, is_safe_exec_enabled, server_script_enabled, SAFE_EXEC_CONFIG_KEY, ServerScriptNotEnabled, get_safe_globals, FrappeTransformer, compile_restricted, RestrictedPython, read_sql, check_safe_sql_query, UNSAFE_ATTRIBUTES, VALID_UTILS, get_python_builtins, run_server_script_for_doc_event, get_server_script_map, EVENT_MAP, server_script_map, execute_doc, execute_method, execute_scheduled_method, execute_api_server_script, get_permission_query_conditions, setup_scheduler_events, sync_scheduler_events, clear_scheduled_events, check_if_compilable_in_restricted_context, restrict_commit_rollback, safe_enqueue, call_whitelisted_function, run_script, script_type, doctype_event, api_method, allow_guest, event_frequency, cron_format, enable_rate_limit, Script Manager, Server Scripts are disabled. Please enable server scripts from bench configuration., Compilation warning, Query must be of SELECT or read-only WITH type., This action is only allowed for, module has no attribute, is an unsafe attribute, Key starts with _, server script not running, how to enable server scripts, python script in the desk, permission query script, i wrote a script in the interface and nothing happens when i save a record, why is my script not running at all, everything broke after i changed the config file no record will save now, saving any record now throws an error about scripts being turned off, the list is empty for everyone except me after i added a filter script, only one of my two filter scripts for the same record type is taking effect, how do i let an anonymous caller hit my script safely, my script saved without complaint but blows up when it actually runs, the script says it cannot find something only when it runs not when i save it, i turned the script off in the database and it is still running, my nightly script never fires and there is no log of it, my changes to the shipped script disappear after an upgrade, the script cannot commit and i get an error about it, server script	knowledge/desk/server-script.md	-	-
